Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Non-Travel,Research & Development,9,2,Medical,1,932,Female,2,Manufacturing Director,Single,4695,7,Y,18,80,0,10,3,8,1,7
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,1,933,Female,1,Laboratory Technician,Divorced,3339,3,Y,13,80,2,10,2,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,934,Male,1,Research Scientist,Single,2080,2,Y,11,80,0,5,2,3,1,2
25,No,Travel_Rarely,Research & Development,1,3,Medical,1,935,Female,1,Research Scientist,Single,2096,1,Y,18,80,0,2,3,2,2,1
32,No,Travel_Rarely,Sales,8,3,Medical,1,936,Male,2,Sales Executive,Married,6209,1,Y,15,80,2,10,4,10,0,8
45,No,Travel_Frequently,Research & Development,25,3,Medical,1,937,Female,5,Manager,Single,18061,3,Y,22,80,0,22,4,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,Medical,1,938,Female,4,Manager,Divorced,17123,6,Y,13,80,2,21,4,19,15,2
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,939,Male,1,Research Scientist,Divorced,2372,1,Y,12,80,2,2,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,940,Male,2,Laboratory Technician,Married,4883,1,Y,18,80,1,10,3,10,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,1,941,Male,1,Research Scientist,Single,3904,0,Y,13,80,0,6,2,5,0,3
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,942,Female,2,Laboratory Technician,Married,4627,0,Y,12,80,1,10,6,9,6,7
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,943,Female,3,Healthcare Representative,Married,7094,3,Y,12,80,0,10,0,7,1,7
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,1,944,Female,1,Human Resources,Single,3423,6,Y,12,80,0,10,3,7,5,7
28,No,Non-Travel,Research & Development,1,3,Life Sciences,1,945,Female,2,Laboratory Technician,Married,6674,0,Y,11,80,3,10,6,9,7,5
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,946,Female,4,Research Director,Married,16880,4,Y,11,80,0,25,2,3,1,2
40,Yes,Travel_Rarely,Sales,25,4,Marketing,1,947,Male,3,Sales Executive,Single,9094,2,Y,12,80,0,9,2,5,1,0
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,948,Male,3,Sales Executive,Single,8446,9,Y,19,80,0,10,2,8,7,7
30,No,Travel_Rarely,Research & Development,17,4,Medical,1,949,Female,3,Manager,Married,11916,1,Y,23,80,2,9,2,9,0,8
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,950,Male,2,Manufacturing Director,Single,4534,0,Y,11,80,0,9,6,8,1,7
31,No,Non-Travel,Sales,2,4,Life Sciences,1,951,Female,3,Sales Executive,Divorced,9852,1,Y,19,80,1,10,5,10,9,6
41,No,Non-Travel,Sales,10,2,Medical,1,952,Male,2,Sales Executive,Single,6151,1,Y,13,80,0,19,4,19,11,9
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,1,953,Female,1,Sales Representative,Single,2302,1,Y,11,80,0,3,2,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,954,Male,1,Laboratory Technician,Married,2362,4,Y,12,80,0,10,4,3,1,2
42,No,Non-Travel,Research & Development,2,1,Life Sciences,1,955,Male,4,Manager,Married,17861,0,Y,13,80,0,21,3,20,2,10
55,No,Travel_Rarely,Research & Development,2,2,Medical,1,956,Female,5,Manager,Married,19187,4,Y,14,80,1,23,5,19,9,11
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,1,957,Male,5,Manager,Single,19717,6,Y,14,80,0,36,4,7,7,7
40,No,Non-Travel,Research & Development,16,2,Life Sciences,1,958,Male,1,Research Scientist,Divorced,3544,9,Y,16,80,1,6,0,4,0,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,959,Male,3,Healthcare Representative,Divorced,8500,0,Y,11,80,1,10,0,9,1,6
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,960,Male,2,Research Scientist,Single,4661,1,Y,13,80,0,9,4,9,8,8
41,No,Travel_Frequently,Sales,1,3,Marketing,1,961,Female,2,Sales Executive,Divorced,4103,0,Y,17,80,1,10,2,9,1,7
35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,1,962,Male,2,Research Scientist,Single,4249,1,Y,11,80,0,9,3,9,1,1
51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,1,963,Male,4,Manager,Divorced,14026,1,Y,11,80,1,33,2,33,0,10
38,No,Travel_Rarely,Sales,2,2,Life Sciences,1,964,Female,2,Sales Executive,Divorced,6893,3,Y,15,80,1,11,3,7,1,7
34,No,Travel_Rarely,Sales,15,2,Medical,1,965,Female,2,Sales Executive,Single,6125,1,Y,12,80,0,10,6,10,9,6
25,No,Travel_Rarely,Research & Development,19,1,Medical,1,966,Male,1,Laboratory Technician,Married,3669,3,Y,11,80,3,7,6,3,1,2
58,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,967,Female,3,Manufacturing Director,Married,10008,7,Y,14,80,0,31,0,10,5,9
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Laboratory Technician,Married,2387,3,Y,22,80,1,7,3,4,0,3
36,No,Travel_Frequently,Sales,7,3,Marketing,1,969,Female,2,Sales Executive,Married,4639,2,Y,16,80,1,17,2,15,6,13
48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,970,Male,3,Manufacturing Director,Single,7898,1,Y,11,80,0,11,2,10,0,8
27,No,Travel_Rarely,Sales,11,3,Medical,1,971,Female,1,Sales Representative,Married,2534,8,Y,14,80,1,5,4,1,0,0
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,972,Female,4,Manufacturing Director,Single,13142,3,Y,16,80,0,29,1,5,0,3
18,No,Non-Travel,Research & Development,1,3,Life Sciences,1,973,Female,1,Laboratory Technician,Single,1611,1,Y,15,80,0,0,5,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,974,Female,2,Laboratory Technician,Married,5363,0,Y,12,80,1,10,0,9,0,0
27,No,Travel_Frequently,Sales,2,1,Life Sciences,1,975,Male,2,Sales Executive,Single,5071,3,Y,20,80,0,8,3,6,0,0
55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,976,Male,4,Sales Executive,Single,13695,6,Y,17,80,0,24,2,19,3,8
56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,977,Male,4,Manufacturing Director,Married,13402,4,Y,12,80,1,33,0,19,15,9
34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,978,Female,1,Research Scientist,Divorced,2029,1,Y,20,80,3,5,2,5,0,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,1,979,Female,2,Healthcare Representative,Divorced,6377,5,Y,20,80,3,15,0,12,11,8
34,No,Travel_Rarely,Research & Development,29,3,Medical,1,980,Male,2,Laboratory Technician,Married,5429,4,Y,13,80,2,10,1,8,7,7
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,981,Female,1,Sales Representative,Single,2785,7,Y,14,80,0,3,3,1,0,0
35,Yes,Travel_Frequently,Sales,18,4,Marketing,1,982,Female,2,Sales Executive,Married,4614,0,Y,18,80,1,5,0,4,3,2
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,983,Male,1,Research Scientist,Divorced,2610,1,Y,11,80,3,4,2,4,0,3
34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,984,Female,2,Healthcare Representative,Single,6687,1,Y,11,80,0,14,2,14,4,11
28,No,Travel_Rarely,Sales,26,3,Life Sciences,1,985,Male,2,Sales Executive,Married,4724,1,Y,11,80,1,5,0,5,0,4
31,Yes,Travel_Rarely,Research & Development,22,4,Medical,1,986,Male,2,Manufacturing Director,Married,6179,1,Y,15,80,2,10,3,10,6,7
39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,987,Male,2,Sales Executive,Married,6120,3,Y,12,80,2,8,2,5,1,4
51,No,Travel_Frequently,Sales,2,3,Marketing,1,988,Male,3,Sales Executive,Married,10596,2,Y,11,80,0,14,5,4,3,2
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,1,989,Female,2,Research Scientist,Divorced,5467,3,Y,14,80,2,12,4,6,3,3
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,990,Male,1,Research Scientist,Married,2996,7,Y,15,80,0,8,2,6,1,3
33,No,Travel_Frequently,Sales,5,1,Life Sciences,1,991,Male,2,Sales Executive,Married,9998,6,Y,13,80,0,8,2,5,1,2
32,No,Travel_Rarely,Sales,2,1,Marketing,1,992,Male,2,Sales Executive,Married,4078,0,Y,13,80,3,4,3,3,1,2
39,No,Non-Travel,Research & Development,25,2,Life Sciences,1,993,Male,3,Healthcare Representative,Married,10920,3,Y,21,80,1,13,2,6,0,5
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,994,Male,2,Sales Executive,Married,6232,2,Y,11,80,0,6,3,3,1,2
52,No,Travel_Frequently,Research & Development,28,2,Medical,1,995,Female,4,Manufacturing Director,Married,13247,2,Y,11,80,1,24,3,5,0,2
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,996,Female,2,Research Scientist,Single,4081,1,Y,14,80,0,20,3,20,1,8
27,No,Travel_Rarely,Sales,10,3,Marketing,1,997,Female,2,Sales Executive,Married,5769,1,Y,11,80,0,6,3,6,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,1,998,Female,1,Research Scientist,Single,2394,1,Y,13,80,0,8,2,8,7,7
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,999,Male,1,Research Scientist,Single,3904,0,Y,12,80,0,5,2,4,1,1
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,1,1000,Female,4,Manager,Married,16799,0,Y,14,80,1,21,5,20,0,9
52,No,Travel_Rarely,Research & Development,8,4,Other,1,1001,Female,1,Laboratory Technician,Married,2950,9,Y,13,80,0,12,2,5,0,4
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,1002,Female,1,Laboratory Technician,Single,3629,4,Y,18,80,0,8,6,3,0,2
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,1,1003,Male,3,Manufacturing Director,Single,9362,2,Y,11,80,0,10,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1004,Male,1,Laboratory Technician,Married,3229,4,Y,11,80,1,7,2,3,0,2
26,No,Travel_Rarely,Research & Development,7,3,Other,1,1005,Male,1,Laboratory Technician,Single,3578,0,Y,12,80,0,8,2,7,0,7
29,No,Travel_Rarely,Human Resources,17,3,Other,1,1006,Male,3,Human Resources,Single,7988,1,Y,13,80,0,10,3,10,0,9
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,1007,Male,2,Laboratory Technician,Single,4284,3,Y,20,80,0,20,2,4,1,3
29,Yes,Travel_Frequently,Research & Development,14,1,Other,1,1008,Female,3,Healthcare Representative,Single,7553,0,Y,12,80,0,9,1,8,7,7
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,1009,Female,4,Research Director,Single,17328,6,Y,19,80,0,29,3,20,12,7
58,No,Travel_Rarely,Research & Development,1,3,Medical,1,1010,Female,5,Research Director,Married,19701,3,Y,21,80,1,32,3,9,1,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,1,1011,Male,4,Research Director,Divorced,14732,2,Y,13,80,2,31,4,7,0,0
36,No,Travel_Rarely,Sales,3,4,Marketing,1,1012,Female,2,Sales Executive,Single,9278,3,Y,16,80,0,15,3,5,0,1
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,1,1013,Female,1,Sales Representative,Single,1359,1,Y,12,80,0,1,3,1,0,0
30,No,Travel_Rarely,Sales,7,4,Marketing,1,1014,Female,2,Sales Executive,Divorced,4779,7,Y,14,80,2,8,3,3,0,2
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1015,Female,4,Research Director,Single,16422,3,Y,11,80,0,9,3,3,1,0
34,No,Travel_Frequently,Research & Development,1,4,Other,1,1016,Male,1,Research Scientist,Divorced,2996,5,Y,14,80,2,10,2,4,1,3
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1017,Female,1,Research Scientist,Single,1261,1,Y,12,80,0,1,3,1,0,0
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,1018,Male,1,Laboratory Technician,Married,2099,0,Y,14,80,0,6,3,5,1,4
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1019,Male,2,Laboratory Technician,Single,5810,1,Y,16,80,0,10,2,10,1,8
36,No,Travel_Rarely,Sales,16,4,Marketing,1,1020,Female,2,Sales Executive,Married,5647,4,Y,13,80,2,11,3,3,0,2
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1021,Male,1,Research Scientist,Married,3420,7,Y,12,80,1,17,2,6,1,2
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,1022,Male,1,Sales Representative,Married,4400,3,Y,12,80,0,6,2,3,2,2
37,No,Non-Travel,Research & Development,5,2,Technical Degree,1,1023,Male,1,Laboratory Technician,Single,3500,0,Y,14,80,0,7,2,6,1,3
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1024,Female,1,Research Scientist,Married,2066,2,Y,22,80,1,5,3,3,1,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,1025,Female,4,Research Director,Married,17169,3,Y,19,80,2,26,2,20,5,6
24,No,Travel_Rarely,Sales,4,1,Medical,1,1026,Female,2,Sales Executive,Married,4162,1,Y,12,80,2,5,3,5,0,3
32,No,Travel_Rarely,Sales,7,5,Marketing,1,1027,Male,2,Sales Executive,Married,9204,4,Y,12,80,1,7,3,4,0,3
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1028,Female,1,Laboratory Technician,Married,3294,5,Y,17,80,1,7,2,5,0,2
41,No,Travel_Rarely,Research & Development,5,5,Medical,1,1029,Male,1,Research Scientist,Married,2127,2,Y,12,80,0,7,5,4,0,3
40,No,Non-Travel,Research & Development,9,4,Other,1,1030,Male,2,Laboratory Technician,Divorced,3975,3,Y,11,80,2,11,2,8,0,7
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,1031,Male,3,Sales Executive,Divorced,10793,1,Y,18,80,1,13,5,13,9,9
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1032,Male,3,Sales Executive,Divorced,10096,4,Y,11,80,1,28,1,7,4,3
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,1033,Female,1,Laboratory Technician,Single,3646,2,Y,23,80,0,11,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,1,1034,Female,3,Manufacturing Director,Single,7446,1,Y,11,80,0,10,2,10,4,7
45,No,Travel_Rarely,Research & Development,20,3,Medical,1,1035,Male,3,Healthcare Representative,Divorced,10851,2,Y,18,80,1,24,2,7,0,7
31,No,Travel_Rarely,Human Resources,8,2,Medical,1,1036,Female,1,Human Resources,Single,2109,9,Y,18,80,0,8,3,3,0,2
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1037,Male,1,Laboratory Technician,Married,3722,6,Y,13,80,1,7,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1038,Male,3,Manufacturing Director,Married,9380,4,Y,18,80,2,10,4,3,1,2
48,No,Travel_Rarely,Sales,7,3,Marketing,1,1039,Male,2,Sales Executive,Divorced,5486,4,Y,11,80,3,15,3,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,1040,Female,1,Human Resources,Married,2742,1,Y,15,80,0,2,0,2,2,2
40,No,Non-Travel,Research & Development,8,1,Medical,1,1041,Male,3,Research Director,Divorced,13757,2,Y,11,80,1,16,5,9,4,8
28,No,Travel_Rarely,Sales,5,3,Medical,1,1042,Male,2,Sales Executive,Single,8463,0,Y,18,80,0,6,4,5,1,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,1043,Male,1,Laboratory Technician,Single,3162,3,Y,14,80,0,7,5,5,0,3
53,No,Travel_Rarely,Research & Development,2,3,Medical,1,1044,Male,4,Research Director,Single,16598,4,Y,12,80,0,35,2,9,8,8
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1045,Male,2,Healthcare Representative,Married,6651,2,Y,14,80,1,20,0,3,1,2
40,No,Travel_Rarely,Research & Development,2,3,Medical,1,1046,Male,1,Research Scientist,Divorced,2345,2,Y,14,80,1,8,3,3,1,2
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1047,Male,1,Research Scientist,Single,3420,1,Y,13,80,0,6,3,5,1,3
33,No,Travel_Frequently,Sales,7,3,Medical,1,1048,Male,2,Sales Executive,Married,4373,0,Y,14,80,2,5,2,4,0,3
34,No,Travel_Rarely,Sales,3,3,Other,1,1049,Male,2,Sales Executive,Single,4759,3,Y,18,80,0,15,2,13,3,12
30,No,Travel_Rarely,Sales,16,1,Life Sciences,1,1050,Male,2,Sales Executive,Married,5301,8,Y,15,80,2,4,2,2,2,2
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,1051,Female,1,Laboratory Technician,Single,3673,1,Y,13,80,0,12,3,12,5,8
44,No,Travel_Frequently,Sales,1,5,Marketing,1,1052,Female,2,Sales Executive,Married,4768,7,Y,12,80,1,11,4,1,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,1,1053,Male,1,Research Scientist,Divorced,1274,1,Y,13,80,2,1,2,1,0,0
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1054,Male,2,Research Scientist,Married,4900,0,Y,24,80,1,13,2,12,2,8
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1055,Male,3,Healthcare Representative,Divorced,10466,3,Y,14,80,2,29,3,8,0,7
34,No,Travel_Frequently,Research & Development,15,3,Medical,1,1056,Male,4,Research Director,Divorced,17007,7,Y,14,80,2,16,3,14,6,9
28,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,1057,Male,1,Sales Representative,Married,2909,3,Y,15,80,1,5,3,3,1,2
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1,1058,Female,2,Sales Executive,Single,5765,5,Y,11,80,0,7,4,5,0,0
34,Yes,Travel_Rarely,Sales,24,4,Medical,1,1059,Female,2,Sales Executive,Single,4599,0,Y,23,80,0,16,2,15,10,10
35,No,Travel_Rarely,Sales,7,1,Life Sciences,1,1060,Male,1,Sales Representative,Married,2404,1,Y,13,80,1,1,3,1,0,0
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,1,1061,Male,1,Laboratory Technician,Single,3172,2,Y,11,80,0,4,2,0,0,0
24,No,Non-Travel,Sales,13,2,Life Sciences,1,1062,Female,1,Sales Representative,Married,2033,1,Y,13,80,1,1,2,1,0,0
44,No,Travel_Frequently,Research & Development,2,1,Medical,1,1063,Male,3,Manufacturing Director,Single,10209,5,Y,18,80,0,16,2,2,2,2
29,No,Travel_Rarely,Sales,19,3,Life Sciences,1,1064,Male,2,Sales Executive,Divorced,8620,1,Y,14,80,2,10,3,10,0,4
30,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1065,Male,1,Human Resources,Divorced,2064,0,Y,21,80,1,6,3,5,1,3
55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1066,Male,2,Healthcare Representative,Married,4035,0,Y,16,80,0,4,2,3,1,2
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,1067,Female,1,Laboratory Technician,Married,3838,8,Y,11,80,0,8,5,5,0,2
47,No,Travel_Rarely,Sales,14,3,Medical,1,1068,Female,2,Sales Executive,Married,4591,3,Y,17,80,1,11,4,5,1,2
28,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,1069,Male,1,Laboratory Technician,Single,2561,7,Y,11,80,0,8,2,0,0,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1070,Male,1,Research Scientist,Divorced,1563,1,Y,14,80,1,1,2,1,0,0
28,No,Travel_Frequently,Sales,7,3,Life Sciences,1,1071,Male,2,Sales Executive,Single,4898,0,Y,14,80,0,5,5,4,1,3
49,No,Travel_Rarely,Research & Development,3,2,Medical,1,1072,Female,2,Laboratory Technician,Married,4789,4,Y,25,80,1,10,3,3,1,2
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1073,Female,1,Laboratory Technician,Married,3180,0,Y,13,80,3,4,3,3,0,2
28,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1074,Male,2,Manufacturing Director,Married,6549,1,Y,14,80,2,8,2,8,1,7
33,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1075,Male,2,Healthcare Representative,Single,6388,2,Y,17,80,0,14,6,0,0,0
32,No,Travel_Rarely,Research & Development,10,3,Medical,1,1076,Male,3,Manager,Single,11244,2,Y,25,80,0,10,5,5,0,0
54,No,Travel_Frequently,Research & Development,11,4,Medical,1,1077,Female,4,Manager,Divorced,16032,3,Y,20,80,1,26,2,14,1,12
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1078,Male,1,Research Scientist,Single,2362,6,Y,13,80,0,11,2,9,0,7
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1079,Male,4,Research Director,Married,16328,3,Y,13,80,1,24,1,20,14,17
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1080,Female,3,Manufacturing Director,Single,8376,4,Y,18,80,0,9,3,2,2,2
46,No,Travel_Rarely,Sales,3,3,Life Sciences,1,1081,Female,4,Manager,Married,16606,8,Y,12,80,1,23,2,13,5,1
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1082,Female,3,Healthcare Representative,Single,8606,1,Y,19,80,0,11,3,11,3,3
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,1083,Male,2,Laboratory Technician,Single,2272,0,Y,14,80,0,5,2,4,1,2
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1084,Male,1,Laboratory Technician,Single,2018,3,Y,14,80,0,15,3,5,1,0
34,No,Travel_Rarely,Sales,1,3,Technical Degree,1,1085,Male,3,Sales Executive,Married,7083,1,Y,14,80,0,10,3,10,8,6
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1086,Female,1,Research Scientist,Single,4084,1,Y,12,80,0,7,2,7,7,7
50,No,Travel_Frequently,Research & Development,22,5,Medical,1,1087,Male,4,Research Director,Single,14411,1,Y,13,80,0,32,2,32,13,9
34,No,Travel_Rarely,Sales,7,2,Technical Degree,1,1088,Male,1,Sales Representative,Married,2308,0,Y,25,80,1,12,4,11,5,7
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,1089,Male,1,Laboratory Technician,Married,4841,4,Y,14,80,1,4,3,1,0,0
37,No,Travel_Rarely,Research & Development,13,3,Medical,1,1090,Male,2,Research Scientist,Married,4285,1,Y,17,80,0,10,2,10,3,7
29,No,Travel_Rarely,Research & Development,8,1,Other,1,1091,Female,2,Healthcare Representative,Married,9715,3,Y,13,80,1,9,3,7,0,7
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1092,Male,2,Manufacturing Director,Single,4320,1,Y,13,80,0,5,2,5,0,2
45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,1093,Male,1,Research Scientist,Married,2132,4,Y,20,80,1,8,3,5,0,3
42,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1094,Male,3,Healthcare Representative,Married,10124,2,Y,14,80,1,24,3,20,13,9
40,No,Travel_Rarely,Sales,9,2,Medical,1,1095,Male,2,Sales Executive,Married,5473,0,Y,12,80,0,9,5,8,7,1
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1096,Male,2,Laboratory Technician,Married,5207,1,Y,12,80,1,15,3,15,5,7
40,No,Travel_Rarely,Human Resources,6,2,Medical,1,1097,Male,4,Manager,Single,16437,1,Y,21,80,0,21,2,21,7,7
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,1,1098,Male,1,Laboratory Technician,Divorced,2296,0,Y,14,80,3,2,3,1,0,0
40,No,Non-Travel,Research & Development,8,2,Life Sciences,1,1099,Male,2,Healthcare Representative,Divorced,4069,3,Y,18,80,0,8,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1100,Male,3,Healthcare Representative,Divorced,7441,1,Y,12,80,3,10,4,10,7,7
